Nationality,Name,FullName,Age,Height,Weight,Overall,PreferredFoot,WeakFoot,SkillMoves,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal
Wales,B. Sass-Davies,Billy Sass-Davies,22,191,79,61.0,1,3,2,59,27,40,46,61,68
Zambia,A. Mabika,Aimé Mabika,23,198,97,61.0,1,2,2,61,32,39,41,59,72
Republic of Ireland,E. Boyle,Ethan Boyle,25,180,78,61.0,1,2,2,74,34,48,55,57,75
Belgium,M. Bouchouari,Mohamed Bouchouari,21,170,61,61.0,1,3,3,77,44,49,69,54,57
Germany,M. Winkler,Marten Winkler,19,183,70,61.0,1,3,2,63,62,47,63,24,54
France,B. M'Bondo,Bradley M'Bondo,20,184,75,61.0,0,3,2,58,27,52,50,61,69
England,L. Coyle,Liam Coyle,22,175,67,61.0,1,3,2,61,49,55,60,58,68
France,E. Depussay,Emeric Depussay,20,177,71,61.0,1,3,2,60,41,61,62,63,60
Portugal,Matis Carvalho,Matis Carvalho,23,186,80,61.0,1,2,1,62,61,59,63,37,59
Netherlands,J. Ideho,Joel Ideho,18,175,70,61.0,1,3,2,78,52,56,65,34,48
Germany,G. Gürpüz,Göktan Gürpüz,19,176,68,61.0,1,4,3,65,44,60,68,44,45
Saudi Arabia,A. Bukhari,Ameen Bukhari,25,194,82,61.0,1,3,1,64,55,56,60,46,58
Scotland,E. Murray,Euan Murray,28,190,79,61.0,1,2,2,53,35,46,46,59,72
India,P. Kotal,Pritam Kotal,28,179,74,61.0,1,3,2,72,39,48,53,59,76
Spain,Joan González,Joan González Cañellas,20,190,82,61.0,1,3,3,67,58,63,61,49,70
Korea Republic,Kim Gyeong Jae,Gyeong Jae Kim,28,183,76,61.0,1,3,2,66,33,50,57,59,67
Canada,G. Amanda,Gloire Amanda,23,178,76,61.0,1,3,2,72,60,49,60,20,59
Argentina,E. Franco,Enzo Javier Franco,18,171,77,61.0,0,2,2,58,43,53,58,58,60
Australia,J. McGing,Jake McGing,28,184,74,61.0,1,3,2,65,38,53,55,59,69
China PR,Li Peng,Peng Li,31,187,80,61.0,1,2,2,48,28,43,39,60,77
Spain,Marc Aguado,Marc Aguado Pallarés,22,178,68,61.0,0,3,2,67,51,63,63,48,56
Netherlands,S. Oulad M'Hand,Salah-Eddine Oulad M'Hand,18,177,70,61.0,1,4,3,65,57,62,64,51,52
England,B. Kiernan,Brendan Kiernan,29,175,81,61.0,1,4,3,88,53,52,63,28,58
Spain,Pol Bassa,Pol Bassa Mora,19,170,65,61.0,0,3,2,68,42,51,57,57,49
Germany,D. Engel,Dennis Engel,26,184,78,61.0,1,4,2,72,49,56,58,56,61
Colombia,G. Carvajal,Gustavo Carvajal,22,182,81,61.0,1,3,2,42,36,55,57,56,71
Belgium,J. Schelfhout,Jordy Schelfhout,21,184,79,61.0,0,3,1,64,58,59,64,31,58
Saudi Arabia,A. Yahya,Ayman Yahya,21,171,60,61.0,0,3,3,83,54,52,63,31,53
Canada,T. Ricketts,Tosaint Ricketts,34,180,77,61.0,1,1,2,82,60,47,52,22,59
England,K. Smith,Kane Smith,26,175,73,61.0,1,3,2,78,48,51,59,55,64
France,G. Manvelyan,Gor Manvelyan,20,180,68,61.0,1,4,3,71,59,60,66,32,32
Argentina,G. Tanco,Gregorio Tanco,22,181,74,61.0,0,3,2,59,34,43,49,62,61
Germany,D. Klann,Dominik Klann,23,178,72,61.0,1,2,2,64,35,49,55,60,68
Republic of Ireland,C. Hayes,Cian Hayes,19,170,73,61.0,0,2,3,79,53,52,65,26,41
Finland,S. Atakayi,Serge Atakayi,23,171,65,61.0,1,3,3,85,55,51,61,25,46
Colombia,A. Angulo,Anderson Angulo,26,188,80,61.0,1,2,2,64,26,37,44,63,67
Wales,C. Savage,Charlie Savage,19,182,63,61.0,0,3,3,58,44,62,59,56,58
Germany,J. Löffelsend,Jasper Löffelsend,24,180,75,61.0,1,2,3,63,41,59,60,57,61
Kosovo,V. Veliu,Valmir Veliu,22,177,68,61.0,1,2,2,66,55,54,61,32,55
Argentina,S. Moya,Santiago Moya,19,187,80,61.0,1,3,2,58,32,32,38,64,63
China PR,Yang Ting,Ting Yang,29,183,72,61.0,1,2,2,67,37,41,52,60,70
England,J. Day,Joe Day,31,190,84,61.0,0,2,1,62,59,58,63,51,62
Poland,K. Dąbrowski,Kevin Dąbrowski,24,193,81,61.0,1,2,1,60,58,57,63,22,58
Peru,A. Romaní,Aryan Romaní,20,170,66,61.0,1,3,3,71,56,57,64,45,54
Ghana,E. Attipoe,Emmanuel Attipoe,22,178,75,61.0,1,3,2,82,25,44,56,56,61
Poland,A. Paluszek,Aleksander Paluszek,21,194,81,61.0,1,2,2,51,27,36,40,61,70
Sweden,H. Ali,Hussein Ali,20,180,65,61.0,1,3,2,73,34,49,59,58,58
Austria,O. Babuscu,Onurhan Babuscu,18,176,67,61.0,1,3,3,65,62,60,65,28,52
Spain,Biel Farrés,Biel Farrés del Castillo,20,183,78,61.0,1,3,2,60,33,48,53,62,61
England,J. Hiwula,Jordy Hiwula,27,178,76,61.0,1,3,3,81,59,53,63,29,50
Australia,T. Heward-Belle,Thomas Heward-Belle,25,192,80,61.0,1,2,1,63,62,56,62,34,59
Korea Republic,Kim Won Gun,Won Gun Kim,30,186,77,61.0,1,3,2,67,31,42,51,59,69
Australia,N. Konstandopoulos,Nathan Konstandopoulos,26,180,78,61.0,1,3,3,74,50,59,63,55,66
France,M. Sylla,Mohamed Sylla,28,189,81,61.0,1,3,2,65,41,53,56,60,70
Wales,L. Harris,Luke Harris,17,168,63,61.0,1,3,2,57,60,57,66,37,45
Netherlands,T. Zaal,Timo Zaal,18,184,75,61.0,1,3,2,59,31,54,60,60,54
France,N. Bitumazala,Nathan Bitumazala,19,178,68,61.0,1,3,3,64,42,56,63,61,53
Colombia,J. Perea,Juan Perea,20,177,72,61.0,0,3,2,78,54,55,62,28,58
England,H. Kite,Harry Kite,22,176,64,61.0,1,2,2,69,57,58,63,52,56
Iceland,S. Magnússon,Sævar Atli Magnússon,22,171,65,61.0,1,3,3,74,59,56,65,32,59
France,S. Delaye,Sacha Delaye,20,171,60,61.0,1,4,3,61,46,61,69,53,43
Japan,T. Nakai,Takuhiro Nakai,18,178,68,61.0,1,4,3,58,50,59,66,31,47
Nigeria,S. Ibrahim,Sunusi Ibrahim,19,168,79,61.0,1,2,2,85,59,53,60,23,60
England,S. Braybrooke,Sammy Braybrooke,18,184,66,61.0,1,3,2,68,51,62,64,50,50
Sweden,H. Carneil,Hussein Carneil,19,176,64,61.0,1,3,3,69,50,55,64,24,41
Portugal,Afonso Freitas,Afonso Manuel Abreu Freitas,22,181,73,61.0,0,2,2,69,32,46,58,59,58
Germany,C. Brackelmann,Calvin Brackelmann,22,196,86,61.0,0,3,2,63,47,52,48,59,75
Spain,Vere,Alejandro Asensio Crespillo,21,182,73,61.0,0,5,3,57,50,61,60,43,46
Chile,P. Sánchez,Pedro Sánchez,24,179,66,61.0,1,3,2,73,54,52,61,26,47
Peru,M. Carpio,Mathías Carpio,19,170,65,61.0,1,3,3,65,60,60,64,56,57
Germany,M. Breunig,Maximilian Breunig,21,193,80,61.0,0,3,2,65,61,45,61,22,64
France,D. Rouyard,Davy Rouyard,22,194,90,61.0,1,2,1,62,62,61,63,26,59
France,M. Camara,Mamadou Camara,21,186,71,61.0,1,3,2,62,60,49,59,25,61
Argentina,M. Vesprini,Matías Vesprini,22,185,77,61.0,1,3,2,59,34,43,42,63,60
Uruguay,A. Vera,Agustín Vera,18,175,69,61.0,0,3,2,74,59,58,61,36,52
Scotland,C. MacPherson,Cammy MacPherson,23,173,71,61.0,1,3,2,70,57,61,62,58,69
France,M. Dembélé,Mahamadou Dembélé,23,186,78,61.0,1,3,2,41,33,41,52,61,69
China PR,Lin Liangming,Liangming Lin,25,180,73,61.0,1,4,2,76,60,60,59,24,52
Poland,K. Matuszewski,Konrad Matuszewski,20,182,76,61.0,0,2,2,78,27,49,51,56,61
Poland,G. Szymusik,Grzegorz Szymusik,24,182,78,61.0,1,2,2,68,30,47,57,57,64
England,J. Grant,Josh Grant,23,183,78,61.0,1,3,2,61,48,54,56,59,73
Colombia,J. Romaña,Jhohan Romaña,23,185,79,61.0,1,2,2,53,26,40,41,60,67
Finland,A. Olusanya,Anthony Olusanya,22,183,76,61.0,1,4,2,71,59,49,61,20,59
Spain,Ruben Bover,Ruben Bover Izquierdo,30,170,66,61.0,0,3,2,70,58,61,61,38,52
Togo,D. Salifou,Dikeni Salifou,19,191,81,61.0,1,3,2,55,45,58,56,59,62
England,O. Casey,Olly Casey,21,188,78,61.0,1,2,2,50,27,45,50,63,62
Republic of Ireland,E. Osadebe,Emmanuel Osadebe,25,188,71,61.0,1,3,3,83,57,60,64,53,72
Spain,Álex Rico,Álex Rico Pico,20,171,62,61.0,1,3,2,62,51,63,64,55,48
England,M. Foulds,Matty Foulds,24,178,75,61.0,0,3,2,69,26,52,56,60,68
Ukraine,Y. Yakovenko,Yuriy Yakovenko,28,192,86,61.0,0,3,2,58,59,45,58,31,74
Argentina,J. Barreto,José Barreto,22,170,71,61.0,1,3,2,57,62,47,58,21,58
India,A. Singh,Amrinder Singh,29,186,80,61.0,1,1,1,62,55,54,61,43,63
Germany,L. Egloff,Lilian Egloff,19,182,81,61.0,1,3,2,67,52,58,65,33,55
Italy,V. Garofalo,Vincenzo Garofalo,22,184,80,61.0,1,3,3,68,51,61,63,42,63
Paraguay,D. Rivas,Daniel Rivas,20,177,78,61.0,0,2,2,73,23,46,48,58,50
France,J. Affamah,Joe-Loïc Affamah,20,175,70,61.0,1,2,2,74,63,50,56,28,51
Sweden,N. Karić,Nermin Karić,22,183,77,61.0,1,3,2,67,50,58,58,49,63
Argentina,M. Gallegos,Matías Gallegos,25,185,85,61.0,1,3,2,54,63,43,60,26,60
France,U. Bertelli,Ugo Bertelli,18,168,62,61.0,1,3,2,53,53,60,62,53,55
Austria,S. Mischitz,Samuel Mischitz,18,175,60,61.0,1,4,2,68,45,52,61,56,50
Northern Ireland,D. Lafferty,Daniel Lafferty,33,180,76,61.0,0,3,2,54,52,56,56,59,63
Argentina,T. Silva,Tomás Silva,19,172,60,61.0,0,3,2,71,37,52,59,57,48
China PR,Zhang Jiaqi,Jiaqi Zhang,30,192,75,61.0,1,3,2,53,56,52,52,59,78
Romania,C. Tucaliuc,Cosmin Tucaliuc,22,170,60,61.0,0,3,2,67,57,55,66,24,50
France,T. Tamas,Thibault Tamas,21,178,68,61.0,0,3,2,65,37,42,60,60,54
Romania,D. Isac,Damian Isac,21,180,70,61.0,1,4,2,71,52,56,60,54,66
England,S. Hart,Sam Hart,25,183,70,61.0,0,3,2,73,47,54,59,56,67
Scotland,S. Robertson,Scott Robertson,20,172,64,61.0,0,3,2,71,54,59,65,56,60
Ghana,S. Abdulai,Sabit Abdulai,23,185,77,61.0,1,3,2,59,42,60,58,59,54
England,M. Kenlock,Myles Kenlock,25,185,67,61.0,0,3,3,70,38,52,59,59,67
Wales,J. Waite,James Waite,23,171,63,61.0,1,3,3,69,55,57,65,47,49
Scotland,C. Shields,Connor Shields,24,179,80,61.0,1,3,2,76,58,56,63,38,63
Netherlands,H. Hevel,Hector Hevel,26,172,64,61.0,0,3,4,69,58,59,65,34,39
Netherlands,N. Naujoks,Noah Naujoks,20,183,75,61.0,1,3,3,65,57,56,60,54,65
United States,J. Nelson,John Nelson,23,177,73,61.0,0,3,2,60,27,47,58,60,59
Colombia,B. Palacios,Brahian Palacios,19,178,74,61.0,1,2,2,66,56,56,61,37,55
Paraguay,P. Ayala,Pablo Ayala,27,177,76,61.0,1,3,2,61,48,60,61,59,57
Montenegro,A. Kajević,Asmir Kajević,32,187,82,61.0,0,3,2,71,43,60,57,53,74
Germany,D. Steininger,Daniel Steininger,27,187,79,61.0,1,2,2,73,56,53,60,36,67
South Africa,Y. Maart,Yusuf Maart,26,167,65,61.0,0,2,3,73,48,62,66,51,43
Sweden,J. Tånnander,Jakob Tånnander,21,191,80,61.0,0,3,1,63,59,57,62,51,61
Austria,L. Sulzbacher,Lukas Sulzbacher,22,171,63,61.0,1,2,2,75,34,49,57,55,66
Kosovo,E. Krasniqi,Erolind Krasniqi,22,180,75,61.0,1,4,2,67,57,57,63,36,58
United Arab Emirates,F. Waleed,Falah Waleed,23,176,65,61.0,1,3,2,67,44,52,56,57,71
Mexico,S. Mohamed,Shayr Mohamed,22,177,68,61.0,1,3,3,58,58,55,64,38,59
Germany,E. Gedikli,Emrehan Gedikli,19,187,84,61.0,1,4,2,61,61,50,58,24,54
Norway,K. Opseth,Kristian Opseth,32,189,87,61.0,0,4,2,54,61,54,57,25,68
United States,J. Stroud,Jared Stroud,25,178,73,61.0,1,4,2,67,53,56,61,53,65
Senegal,S. Cissé,Souleymane Cissé,30,172,70,61.0,1,3,2,62,51,56,61,60,77
Argentina,G. Balzi,Guillermo Balzi,20,175,64,61.0,0,3,3,67,53,60,64,51,59
Argentina,A. Lastra,Agustín Lastra,21,194,83,61.0,1,2,1,69,64,67,59,21,52
Korea Republic,Hwang Mun Ki,Mun Ki Hwang,25,176,70,61.0,1,3,3,70,54,61,67,44,56
Germany,L. Krüger,Lukas Krüger,22,190,78,61.0,1,3,2,77,56,46,59,26,67
Australia,M. Natta,Mark Natta,19,175,70,61.0,0,3,2,76,30,47,58,60,70
Germany,P. Treu,Philipp Treu,21,172,68,61.0,1,3,2,69,34,57,64,53,54
Argentina,S. Jaurena,Sebastián Jaurena,22,175,76,61.0,1,3,2,70,50,61,66,54,56
Denmark,G. Dahl,Gustav Dahl,26,181,75,61.0,0,3,2,68,38,57,61,57,60
Switzerland,R. Arnold,Remo Arnold,25,190,83,61.0,1,3,2,50,35,53,53,61,66
Switzerland,E. Gebreyesus,Esey Gebreyesus,18,187,71,61.0,1,4,4,70,59,53,65,27,46
Morocco,I. El Maach,Issam El Maach,22,187,96,61.0,1,3,1,58,56,64,65,41,62
United States,J. de Vries,Jack de Vries,20,178,66,61.0,0,3,3,82,57,58,61,26,51
Colombia,O. Acosta,Onel Acosta,22,177,62,61.0,0,3,2,64,43,52,55,59,52
Scotland,A. Pressley,Aaron Pressley,20,189,75,61.0,1,3,2,70,59,44,58,23,68
England,A. Smith,Alistair Smith,23,185,73,61.0,1,3,2,75,58,58,64,56,68
Sweden,Y. Ayari,Yasin Ayari,18,172,69,61.0,1,2,2,70,51,60,65,49,58
France,M. Tounkara,Mamadou Tounkara,20,192,84,61.0,1,2,2,67,31,37,43,60,75
Republic of Ireland,K. Ward,Keith Ward,31,168,65,61.0,1,4,3,67,56,61,62,48,55
England,F. Rawson,Farrend Rawson,25,193,73,61.0,1,3,2,49,32,41,40,60,74
Germany,M. Ehmer,Max Ehmer,30,189,93,61.0,1,3,2,56,54,52,55,59,75
England,E. Bristow,Ethan Bristow,20,188,68,61.0,0,2,2,82,38,53,57,54,63
England,R. Nartey,Richard Nartey,23,185,78,61.0,1,3,2,64,28,54,56,60,67
Austria,R. Vucic,Romeo Vucic,19,188,80,61.0,1,3,2,64,61,48,60,19,59
Wales,O. Beck,Owen Beck,19,181,74,61.0,0,2,2,66,40,53,57,56,57
Sweden,J. Roche,Jamie Roche,21,190,85,61.0,0,3,2,69,43,57,57,59,69
Montenegro,M. Skenderović,Meris Skenderović,24,182,71,61.0,0,3,3,67,60,47,63,23,51
Saudi Arabia,S. Al Hamsal,Saeed Al Hamsal,26,172,64,61.0,1,3,2,84,35,49,55,56,66
Chile,H. Muñoz,Hernán Muñoz,33,182,88,61.0,1,2,1,61,59,60,60,27,59
England,S. Quigley,Scott Quigley,29,194,83,61.0,1,3,2,60,61,47,55,30,79
France,W. Kokolo,William Kokolo,22,181,82,61.0,0,3,2,72,34,48,59,58,64
England,L. Dobbin,Lewis Dobbin,19,175,71,61.0,1,2,3,79,60,53,64,25,49
Bolivia,C. Abastoflor,Carlos Mateo Abastoflor,20,170,61,61.0,1,3,4,75,57,56,61,40,49
Bolivia,L. Montero,Luis Montero,22,175,70,61.0,1,3,2,68,57,57,65,23,41
New Zealand,S. Roux,Storm Roux,29,181,71,61.0,1,2,2,75,42,50,61,54,74
Saudi Arabia,A. Al Khatib,Abdullah Al Khatib,27,186,72,61.0,1,3,2,67,26,40,50,60,69
Australia,J. Clisby,Jack Clisby,30,180,72,61.0,0,3,2,69,49,57,57,55,67
Saudi Arabia,A. Kurdi,Amir Kurdi,30,180,70,61.0,1,3,2,66,51,59,58,58,63
Senegal,F. Senghor,Faustin Senghor,28,183,75,61.0,1,3,2,61,34,39,40,64,60
England,T. Bloxham,Tom Bloxham,18,195,82,61.0,1,3,3,75,60,52,61,27,67
China PR,Wang Ziming,Ziming Wang,25,187,76,61.0,1,2,3,81,58,50,61,32,70
Mauritania,D. Gassama,Djeidi Gassama,18,177,70,61.0,1,3,3,76,56,53,68,24,50
Germany,L. Bürger,Leon Bürger,22,181,71,61.0,1,3,2,64,54,61,64,57,63
United States,J. Hawkins,Jalen Hawkins,21,177,73,61.0,1,3,2,83,46,53,65,24,40
Germany,N. Sauter,Niklas Sauter,19,183,79,61.0,1,2,1,64,58,56,66,27,54
Germany,S. Karweina,Sinan Karweina,23,173,68,61.0,1,3,2,74,59,52,66,21,46
England,R. Hutton,Remeao Hutton,23,175,72,61.0,1,4,2,78,43,52,61,53,70
Slovakia,J. Vojtuš,Jakub Vojtuš,28,186,74,61.0,1,4,2,66,62,51,59,24,65
Denmark,D. Kruse,David Kruse,20,185,80,61.0,1,3,2,58,58,62,60,52,56
Serbia,B. Radulović,Bojan Radulović,22,192,80,61.0,1,3,2,61,60,47,61,27,65
England,L. Freestone,Lewis Freestone,22,187,74,61.0,0,2,2,71,33,50,57,57,72
China PR,Yang Shiyuan,Shiyuan Yang,28,173,68,61.0,1,3,2,74,35,50,58,63,68
China PR,Feng Zhuoyi,Zhuoyi Feng,33,184,75,61.0,1,3,2,62,50,57,63,60,77
Denmark,S. Tengstedt,Søren Tengstedt,22,187,82,61.0,0,4,2,76,58,53,62,21,61
Korea Republic,Park Dae Won,Dae Won Park,24,178,76,61.0,1,3,3,71,46,57,57,60,64
Iceland,A. Bjarnason,Aron Bjarnason,26,173,70,61.0,0,3,2,76,55,57,62,42,53
Poland,A. Pawlak,Aleksander Pawlak,20,178,70,61.0,1,2,2,69,42,58,52,58,51
Germany,L. Günther,Lasse Günther,19,183,75,61.0,0,3,2,69,60,52,65,22,58
Germany,O. Pohlmann,Ole Pohlmann,21,183,80,61.0,1,3,2,71,54,57,64,30,61
France,J. Evan's,Jean Lambert Evan's,23,180,70,61.0,0,2,2,70,45,57,63,47,52
England,M. Taylor,Max Taylor,22,195,87,61.0,1,2,2,60,34,45,45,58,75
Venezuela,R. Hernández,Ricardo Hernández,21,180,81,61.0,1,3,3,64,55,57,61,58,61
Paraguay,L. Galarza,Lucas Galarza,21,185,85,61.0,1,2,1,61,60,62,61,18,60
Switzerland,J. von Moos,Julian von Moos,21,178,71,61.0,0,2,2,77,59,50,64,25,63
Korea Republic,Park Soo Il,Soo Il Park,26,174,70,61.0,1,3,3,66,46,61,63,53,63
England,A. Lewis,Adam Lewis,22,175,63,61.0,0,2,2,66,39,58,62,57,57
Denmark,B. Hvidt,Benjamin Hvidt,22,185,78,61.0,1,3,2,55,54,57,61,61,70
Finland,W. Jääskeläinen,Will Jääskeläinen,23,183,73,61.0,0,3,1,61,59,61,62,36,59
France,K. Mouanga,Kevin Mouanga,21,190,85,61.0,1,3,2,38,31,45,38,62,71
England,J. Stevens,Jordan Stevens,22,178,70,61.0,1,3,3,72,55,61,65,50,63
Belgium,S. Van Dessel,Stan Van Dessel,20,162,57,61.0,1,4,2,70,43,62,66,54,53
Czech Republic,R. Macek,Roman Macek,25,188,75,61.0,1,3,3,63,56,62,64,55,58
England,M. Wolfe,Matty Wolfe,22,185,75,61.0,1,3,2,63,45,56,59,57,62
Australia,L. Barr,Lachlan Barr,27,189,80,61.0,1,3,2,62,30,39,40,61,69
Uruguay,L. Fernández,Luciano Fernández,20,174,70,61.0,1,3,2,70,30,46,52,60,49
Poland,M. Mokrzycki,Michał Mokrzycki,24,182,75,61.0,1,3,2,64,46,56,57,58,60
England,J. Turner,Jake Turner,23,194,82,61.0,1,3,1,62,60,58,63,22,61
Colombia,F. Valencia,Fredy Valencia,20,192,78,61.0,1,3,2,65,33,49,56,59,72
Turkey,F. Genç,Faruk Can Genç,22,180,78,61.0,0,2,2,67,42,43,58,60,59
Denmark,A. Ementa,Anosike Ementa,20,202,82,61.0,1,3,2,64,59,48,57,25,74
Austria,F. Gmeiner,Fabian Gmeiner,25,177,73,61.0,1,4,2,63,31,52,57,61,58
Romania,C. Casap,Carlo Casap,23,179,73,61.0,0,2,3,71,60,61,65,45,65
Peru,B. Aburto,Baruj Aburto,20,177,70,61.0,1,3,3,65,62,54,58,32,58
Nigeria,F. Tebo Uchenna,Franklin Tebo Uchenna,22,192,85,61.0,1,3,2,73,30,38,42,58,74
England,A. Smith,Adam Smith,29,188,70,61.0,1,2,1,61,56,60,62,22,61
Spain,Imanol Baz,Imanol Baz Berganza,21,180,75,61.0,1,3,2,62,33,41,48,66,55
England,X. Simons,Xavier Simons,19,183,81,61.0,1,2,3,65,46,60,62,59,63
England,R. Hepburn-Murphy,Rushian Hepburn-Murphy,23,173,65,61.0,1,3,3,87,61,47,63,25,44
Serbia,D. Savić,Dragoljub Savić,21,173,69,61.0,0,3,2,74,59,54,66,29,45
France,I. Hamache,Ilyes Hamache,19,178,74,61.0,1,2,2,71,62,52,67,18,43
Republic of Ireland,B. Maher,Brian Maher,21,185,78,61.0,1,3,1,61,61,60,61,49,60
England,S. Sherring,Sam Sherring,22,188,78,61.0,1,4,2,64,29,39,46,61,68
Cameroon,K. Etta Eyong,Karl Edouard Etta Eyong,18,181,75,61.0,1,3,2,60,37,52,55,61,62
Turkey,S. Tekerci,Sinan Tekerci,28,171,68,61.0,0,3,3,69,50,59,67,49,50
Turkey,Y. Subaşı,Yasir Subaşı,26,180,73,61.0,0,2,2,70,36,44,57,58,64
Republic of Ireland,J. Lennon,Jamie Lennon,24,178,74,61.0,1,4,2,49,52,60,60,59,68
France,S. Doucouré,Siriné Doucouré,20,193,75,61.0,1,3,2,53,58,46,56,23,68
El Salvador,T. Romero,Tomás Romero,21,185,79,61.0,1,2,1,63,59,61,61,28,59
Argentina,F. Herrera,Franco Herrera,18,190,93,61.0,1,2,1,58,64,62,62,31,57
New Zealand,A. Greive,Alex Greive,23,178,73,61.0,1,2,2,68,61,48,62,18,56
Venezuela,R. Ibarra,Rommell Ibarra,22,177,70,61.0,1,3,2,70,55,61,61,59,62
Germany,O. Erdogan,Okan Erdogan,23,185,78,61.0,1,2,2,60,35,49,39,61,67
France,E. Célestine,Enzo Célestine,24,191,84,61.0,1,3,2,57,59,51,56,20,67
Germany,M. Karbstein,Malte Karbstein,24,190,80,61.0,0,3,2,65,36,42,47,61,70
France,M. Sitti,Melvin Sitti,22,182,73,61.0,1,2,2,57,47,58,60,58,64
Australia,B. Warland,Ben Warland,25,185,82,61.0,0,2,2,47,24,37,47,60,74
United Arab Emirates,M. Bu Sanda,Mohammed Bu Sanda,27,181,71,61.0,1,3,1,61,61,53,62,36,59
United States,E. Holt,Erik Holt,25,185,84,61.0,1,2,2,50,28,45,50,62,68
Sweden,N. Shamoun,Noah Shamoun,19,174,62,61.0,1,3,3,77,54,56,69,38,51
France,R. Labonne,Ronny Labonne,24,180,76,61.0,1,3,2,76,36,52,56,53,59
England,J. Labadie,Joss Labadie,31,188,89,61.0,1,3,2,59,55,58,58,62,86
Nigeria,S. Tijani,Samson Okikiola Tijani,20,175,63,61.0,1,3,2,70,42,60,63,59,60
Germany,R. Elongo-Yombo,Rodney Elongo-Yombo,20,183,76,61.0,1,4,2,73,54,53,62,40,66
Italy,J. Fazzini,Jacopo Fazzini,19,178,70,61.0,1,3,3,66,46,60,63,55,57
Northern Ireland,D. Morgan,David Morgan,27,173,68,61.0,1,3,2,56,55,58,63,60,63
Central African Republic,D. Mboumbouni,Dylan Mboumbouni,26,182,75,61.0,1,2,2,51,32,46,54,59,73
Northern Ireland,R. McArdle,Rory McArdle,35,185,73,61.0,1,3,2,34,27,42,40,61,71
Germany,J. Hettwer,Julian Hettwer,19,184,72,61.0,1,3,2,87,60,49,62,31,60
Spain,Joseda,José David Menargues,20,181,72,61.0,1,3,2,55,48,56,57,60,60
Sweden,D. Stensson,Daniel Stensson,25,178,70,61.0,0,2,2,61,42,55,55,59,60
England,O. Finney,Oliver Finney,24,170,69,61.0,0,3,3,73,57,59,65,52,44
Italy,M. Pompetti,Marco Pompetti,22,176,70,61.0,1,4,3,63,48,62,62,47,55
Republic of Ireland,A. Sotona,Ayodeji Sotona,19,179,63,61.0,0,2,3,89,55,51,64,28,48
Norway,S. Gussiås,Sivert Gussiås,22,183,82,61.0,1,3,3,66,61,45,59,24,68
Germany,R. Koczor,Raphael Koczor,33,194,78,61.0,1,2,1,60,59,57,61,46,62
Uruguay,J. Lima,Jonathan Lima,23,183,79,61.0,1,1,1,61,61,53,62,19,58
Chile,J. Sierra,José Luis Sierra,25,182,82,61.0,1,2,2,64,61,42,57,26,60
Ecuador,Ó. Zambrano,Óscar Zambrano,18,175,68,61.0,1,3,2,64,53,58,58,60,61
Korea Republic,Shin Hyung Min,Hyung Min Shin,35,182,77,61.0,1,5,3,43,56,61,58,60,62
England,L. Chambers,Luke Chambers,36,185,87,61.0,1,3,2,36,26,49,52,60,71
Germany,S. Sané,Sidi Sané,19,190,79,61.0,1,3,3,68,56,57,63,43,57
Mexico,R. Sánchez,Richard Sánchez,28,191,88,61.0,1,2,1,62,61,61,61,43,60
Denmark,G. Mogensen,Gustav Mogensen,21,190,78,61.0,1,3,2,69,61,48,58,23,62
Belgium,B. Nsimba,Bruny Nsimba,22,181,78,61.0,1,4,4,89,60,53,66,31,57
Austria,R. Schifferl,Raphael Schifferl,22,197,81,61.0,1,3,2,60,29,46,45,60,68
Romania,I. Gurău,Ionuț Gurău,23,198,91,61.0,1,2,1,61,65,55,60,28,58
Switzerland,M. Gonçalves,Michael Gonçalves,27,174,71,61.0,1,3,2,75,31,44,59,58,59
Germany,M. Shabani,Meritan Shabani,23,185,76,61.0,1,3,3,65,54,62,65,35,54
Germany,L. Jastremski,Lenn Jastremski,21,190,79,61.0,1,4,2,59,63,40,56,19,61
Argentina,S. Toloza,Santiago Toloza,19,171,69,61.0,1,3,3,64,51,59,62,49,46
Senegal,P. Ba,Pape Meissa Ba,24,187,72,61.0,1,3,3,57,60,42,59,25,66
Germany,Dudu,Eduardo Dos Santos Haesler,23,196,85,61.0,1,2,1,59,61,64,62,28,59
Portugal,Benny,Bernardo Gouveia da Silva,21,189,64,61.0,1,3,2,56,43,57,57,57,65
Sweden,K. Larson,Karl Larson,30,176,71,61.0,1,3,2,67,35,52,58,56,64
Korea Republic,Lee Ji Hoon,Ji Hoon Lee,28,176,69,61.0,1,3,2,74,26,45,55,60,61
Argentina,J. Barinaga,Juan Pablo Barinaga,22,166,70,61.0,1,3,2,68,55,61,64,52,46
Austria,C. Lang,Christoph Lang,20,178,71,61.0,1,3,2,71,60,58,62,33,56
Republic of Ireland,S. Power,Simon Power,24,178,67,61.0,1,2,3,87,52,55,61,30,46
Australia,S. Silvera,Samuel Silvera,21,173,69,61.0,1,3,2,69,54,51,64,29,45
Sweden,J. Haliti,Jetmir Haliti,25,188,77,61.0,1,2,2,90,30,45,53,61,68
Spain,Manu Rico,Manuel Rico Del Valle,19,178,76,61.0,0,2,2,65,59,57,64,36,52
England,F. Seriki,Femi Seriki,20,183,78,61.0,1,2,3,87,28,46,58,53,62
