FullName,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,BestPosition,Position
Hunter Sulte,59,57,56,59,22,47,GK,3
David Jaunegg,57,39,47,55,55,62,CB,1
Dion Krasniqi,73,55,38,53,22,64,ST,6
Sang Hoon Paik,60,44,56,57,44,48,CM,2
Yan Zhang,59,53,52,58,32,54,GK,3
Mohammed Al Moqahwi,57,53,53,58,39,54,GK,3
Joe Grey,78,53,40,60,23,55,ST,6
Jakob Kindberg,53,55,61,60,27,56,GK,3
Adrian Sandach,57,61,56,57,22,55,GK,3
Samson Tovide,79,55,44,58,33,72,ST,6
Ilhan Altuntas,63,25,43,51,55,58,CB,1
Cameron Peupion,57,44,60,58,41,52,CAM,0
Mert Kurt,60,59,50,62,22,48,CAM,0
Souleymane Cissé,49,35,36,36,57,60,CB,1
Vincent Schwab,52,29,37,35,56,60,CB,1
Rahim Ali,76,53,46,56,24,60,ST,6
Yaopeng Wang,64,27,33,49,56,66,CB,1
Dominik Bauer,55,26,29,35,55,68,CB,1
Lucas Rocrou,73,55,46,58,26,50,ST,6
Igor Lewandowski,63,37,51,52,54,59,CB,1
Nacim El Hassani,68,44,59,63,42,38,CAM,0
Yunzi Duan,73,57,44,52,23,55,ST,6
Zinedine Labyad,62,57,40,55,22,48,ST,6
Fan Yang,61,31,50,56,57,60,CB,1
Eli King,64,46,55,58,49,59,CAM,0
Jacob Wakeling,65,56,47,57,20,58,ST,6
Arthur Vitelli,39,26,39,34,56,64,CB,1
Joseph N'Duquidi,68,44,56,60,56,59,CM,2
Jordon Hall,58,25,37,39,54,70,CB,1
Hatim Far,64,60,42,53,21,45,ST,6
Sol Brynn,54,58,58,57,31,55,GK,3
Pim Saathof,65,48,54,60,48,51,CAM,0
Herman Johansson,61,53,45,55,40,68,ST,6
Ethan Brierley,71,46,54,57,52,56,CAM,0
Ben Hockenhull,65,27,40,44,58,56,CB,1
Lars Larsson Jendal,56,55,56,56,29,55,GK,3
Seung Gyeom Lim,58,24,34,32,58,59,CB,1
Jocelyn Janneh,64,42,50,49,57,60,CB,1
Lucas Bergström,57,56,58,57,23,54,GK,3
Justin Haak,47,39,55,60,53,51,CAM,0
Aurèle Amenda,64,27,30,33,54,74,CB,1
Dylan Grimes,69,50,52,58,32,51,CAM,0
Wei Chen,57,52,51,58,29,52,GK,3
Debjit Majumder,54,51,47,60,40,56,GK,3
Benjamin Hemcke,64,42,50,58,51,57,CAM,0
Hamza Anhari,70,43,47,62,30,53,CAM,0
Dylan Duncan,71,48,58,60,48,51,CAM,0
Norman Bassette,68,55,39,50,19,56,ST,6
Wei Zhang,54,51,46,54,46,63,ST,6
Josh Neufville,77,53,46,57,19,58,ST,6
Harvey Cartwright,56,58,53,58,25,52,GK,3
Daniel Dumbravanu,52,37,39,50,57,56,CB,1
Rida Zouhir,66,46,54,61,50,65,CAM,0
Oscar Solnørdal,63,46,53,56,52,53,CM,2
Jon McCracken,58,58,57,60,35,56,GK,3
Sean Zawadzki,72,45,46,51,54,65,CB,1
Silas Ostrzinski,60,54,56,55,29,52,GK,3
Cem Üstündag,67,44,54,65,43,46,CAM,0
Mansour Jawhar,55,58,52,56,44,55,GK,3
Anders Dahl,65,39,53,58,50,50,CM,2
Pascal Müller,61,53,57,57,54,56,CAM,0
Xianjun Wang,66,37,48,50,52,60,CB,1
Yaxiong Bao,59,52,55,56,20,51,GK,3
Trai Hume,66,37,45,53,54,67,CB,1
Mert Yusuf Torlak,59,49,54,63,32,40,CAM,0
Diego Gutierrez,68,55,52,62,17,33,CAM,0
Gabriel Dănuleasă,62,24,36,37,55,66,CB,1
Patrick Schulte,54,54,53,54,16,59,GK,3
Jinliang Zhang,54,25,36,45,58,60,CB,1
Julian Bauer,58,56,51,59,27,53,GK,3
Jakub Nowakowski,64,44,54,56,48,55,CM,2
Mads Søndergaard,62,45,56,60,44,45,CAM,0
Jonathan Ægidius,58,55,54,58,27,54,GK,3
Shaoziyang Liu,58,55,52,57,24,55,GK,3
Nicolo Tresoldi,65,54,40,57,21,55,ST,6
Leandro Zbinden,60,56,60,58,21,56,GK,3
Julien Vetro,66,57,46,60,20,51,CAM,0
Darrell Kamdem Tibell,75,55,42,54,19,54,ST,6
Ghjuvanni Quilichini,54,52,58,63,25,59,GK,3
Cyril Etoga,55,43,49,53,57,60,CB,1
Mehtab Singh,67,25,32,34,56,68,CB,1
Lasse Schulz,57,60,57,56,20,54,GK,3
Mustapha Olagunju,63,25,28,35,57,66,CB,1
Nigel van Haveren,58,56,53,53,29,57,GK,3
Eui Bin Kang,61,25,29,39,56,69,CB,1
Oliver Olsson,69,23,32,36,55,65,CB,1
Quinn McNeill,56,43,53,55,49,52,CM,2
Simone Trimboli,58,48,57,61,49,54,CAM,0
Ronny Rikal,62,51,55,60,29,47,CAM,0
Eli Adams,70,40,49,67,32,54,CAM,0
Will Swan,70,56,38,56,18,54,ST,6
Ryan O'Kane,68,52,47,61,28,33,CAM,0
Adam Przybek,58,57,55,55,29,55,GK,3
Jean Louchet,53,49,62,60,21,58,GK,3
Yun Seong Kang,61,49,56,55,47,60,CM,2
Mattéo Rabuel,57,27,37,40,58,55,CB,1
Max Weiß,60,57,58,64,26,48,GK,3
Carlos Paraco,68,49,50,61,28,43,CAM,0
Manny Adebowale,53,22,36,37,55,64,CB,1
Rahul Kannoly Praveen,89,52,45,58,35,47,RW,5
Duncan Idehen,70,24,32,40,56,65,CB,1
Isak Kjelsrud Vik,62,29,45,42,56,57,CB,1
Tianyuan Xu,75,55,41,59,23,57,ST,6
Kaveh Rad,56,31,37,37,56,63,CB,1
Nils Hahne,56,56,52,60,30,52,GK,3
Marcus Burman,64,49,54,57,46,54,CAM,0
Emmanuel Danso,72,37,57,63,46,40,CAM,0
Óscar Coronel,63,57,39,53,17,57,ST,6
Gianluca Saro,56,62,59,58,21,51,GK,3
Naif Almas,62,26,34,37,55,67,CB,1
Jusef Erabi,70,54,46,56,25,61,ST,6
Tom Sparrow,61,46,54,60,50,53,CAM,0
Frank Liivak,53,57,47,54,27,52,ST,6
Charlie Caton,74,54,47,57,34,57,ST,6
Josh Kerr,46,31,40,53,58,55,CB,1
Daylam Meddah,67,47,55,62,49,62,CAM,0
Cal Jennings,69,58,36,53,18,52,ST,6
Baba Oulen Souare,51,26,34,32,55,70,CB,1
Kadir Seven,57,30,36,39,57,59,CB,1
Yanis Maronne,52,60,53,57,29,58,GK,3
Max Woltman,67,54,47,59,21,47,ST,6
Mustafa Kourouma,75,31,39,46,56,60,CB,1
Mikey O'Neill,67,58,50,60,24,45,CAM,0
Aboubacar Lô,54,32,33,36,59,53,CB,1
Marcus Andersen,56,54,56,56,20,54,GK,3
Cagan Kayra Erciyas,58,29,34,37,60,51,CB,1
Peter Cherrie,56,56,55,54,22,52,GK,3
Kyle Ferguson,53,29,40,46,54,68,CB,1
Samy Faraj,69,46,56,60,42,48,CAM,0
Jordan Brown,63,31,44,54,56,66,CB,1
Joe Knowles,63,55,36,55,23,55,ST,6
Yanis Massolin,56,40,59,55,56,61,CB,1
Rayane El Khamali,72,46,53,61,28,37,CAM,0
Will Mannion,56,54,53,56,37,56,GK,3
Nick Suman,57,57,54,54,21,55,GK,3
Shawn Blum,74,55,45,61,24,52,ST,6
Matthew Nocita,65,26,40,38,56,66,CB,1
Young Joon Lee,63,54,44,53,19,68,ST,6
Ali Makki,50,23,43,39,56,62,CB,1
Ilan Sauter,76,38,46,49,54,67,CB,1
Jordy Makengo,72,20,35,41,56,63,CB,1
Rico Richards,68,49,51,59,26,45,CAM,0
Victor Bezerra,63,59,40,52,18,54,ST,6
Davino Knappe,69,51,51,59,25,48,CAM,0
Gustav Molin,55,54,52,59,23,53,GK,3
Joaquín López,64,28,38,46,58,63,CB,1
Jeremy Silva,66,45,54,60,35,32,CAM,0
Frank Stople,57,57,55,59,28,55,GK,3
Mohammed Sangare,62,49,54,58,54,69,CB,1
Efe Arda Koyuncu,53,32,35,40,57,58,CB,1
Aurelian Păun,58,52,56,58,28,56,GK,3
Cole Turner,68,38,47,55,54,66,CB,1
Halicharan Narzary,77,52,48,57,34,59,LW,4
Bobby Faulkner,65,27,32,40,55,63,CB,1
Jackichand Singh,83,53,48,58,21,55,RW,5
Ayoub Abou,61,46,52,56,46,53,CAM,0
Aleksandar Stankovic,57,56,53,58,45,54,GK,3
Yordi López,59,46,57,59,40,46,CAM,0
Adam Pavlesic,56,57,53,59,30,58,GK,3
Michael Nelson,55,57,56,57,26,56,GK,3
Filip Mihaljević,60,58,39,56,22,66,ST,6
Runar Norheim,63,48,53,58,46,46,CAM,0
Cody Mizell,56,51,60,58,21,54,GK,3
Arne Schulz,51,54,55,62,26,52,GK,3
Ahmed Al Ghamdi,72,47,51,59,41,59,CAM,0
Glan Martins,69,48,54,56,49,67,CM,2
Fabio Abiuso,60,57,40,52,19,55,ST,6
Luke Heeney,62,50,52,58,52,66,CAM,0
Hazzaa Al Ghamdi,68,51,51,58,26,51,CAM,0
Narayan Das,72,26,42,52,57,68,CB,1
Oskar Ågren,50,29,46,44,56,60,CB,1
Mateusz Letkiewicz,61,28,43,51,55,59,CB,1
Orri Óskarsson,70,55,43,53,25,59,ST,6
Tom McGill,56,54,59,57,19,53,GK,3
Laurent Jacques Mendy,62,46,52,57,51,52,CAM,0
Kai Corbett,75,56,41,53,21,53,ST,6
Ousseni Bouda,73,49,50,59,20,49,CAM,0
Zheng'ao Sun,51,29,41,35,55,59,CB,1
Leon Pöhls,56,57,56,56,34,52,GK,3
Moritz Berg,62,46,53,56,51,49,CAM,0
Lamin Jawara,69,33,39,47,54,63,CB,1
George Burroughs,60,24,37,37,54,62,CB,1
Provat Lakra,74,29,43,52,50,69,CB,1
Amel Mujanic,68,43,57,60,40,50,CAM,0
Abdulkadir Taşdan,56,59,52,58,23,50,GK,3
Dylan Adjei-Hersey,82,46,44,60,26,45,RW,5
Luke Duzel,68,40,52,58,43,49,CAM,0
Rochharzela Rochharzela,72,42,53,59,32,40,CAM,0
Max McMillan,79,55,51,58,21,46,CAM,0
Wei Ren,64,55,44,54,46,61,ST,6
Julius Hoffmann,63,55,44,53,25,57,ST,6
Matthew Sutton,57,53,53,56,22,52,GK,3
Antonio Iervolino,55,40,54,57,48,50,CM,2
Alfonso Ocampo-Chavez,59,56,43,57,26,50,ST,6
Magnus Riisnæs,69,47,53,58,47,58,CAM,0
Devin Remie,50,52,68,54,32,63,GK,3
Paul Lehmann,51,36,45,43,54,62,CB,1
Paul Schermer,58,52,54,57,24,51,GK,3
Alexandru Despa,70,55,40,59,19,51,ST,6
Chengjian Liao,62,23,34,37,56,69,CB,1
Joe Walsh,58,55,61,59,58,51,GK,3
Sebastian Mellack,57,51,54,58,32,50,GK,3
Mathias Delorge,61,46,54,60,27,45,CAM,0
Mohamed Kefing Kanté,73,55,41,57,16,50,ST,6
Kian Leavy,64,41,54,58,49,53,CM,2
Bartosz Klebaniuk,53,51,55,55,33,56,GK,3
Emil Roback,83,48,43,60,19,38,LW,4
Eduards Daškevičs,77,43,49,63,33,44,CAM,0
George Hall,63,47,55,57,40,39,CAM,0
Moataz Al Baqawi,57,54,52,58,32,51,GK,3
Aoshuang Nie,68,38,54,58,49,57,CAM,0
Congyao Yin,69,51,53,55,39,63,CAM,0
Zakaria Silini,60,55,45,55,18,59,ST,6
Mohammed Abo Abd,65,48,53,59,32,43,CAM,0
Conor Tourish,33,21,32,34,56,63,CB,1
Noel Törnqvist,56,54,60,55,46,56,GK,3
Patrick Scheder,65,52,53,54,48,56,ST,6
Patrick Moser,58,52,58,59,30,50,GK,3
Ahmed Qasem,68,47,51,59,34,54,CAM,0
Joe Hodge,66,46,54,59,48,57,CAM,0
Besart Topalloj,57,23,28,30,58,63,CB,1
Luis Miguel Barrios,69,55,46,57,17,39,ST,6
Stavros Georgiou,68,51,44,55,40,61,ST,6
Oskar Sivertsen,81,52,48,60,28,36,ST,6
James Gale,67,53,47,58,36,58,ST,6
Samuel Wikman,66,47,51,57,43,48,CAM,0
Paul Grave,55,56,50,61,22,55,GK,3
Noel Hansson,54,26,34,39,53,58,CB,1
Aibanbha Dohling,74,30,41,48,54,70,CB,1
Kyle Robinson,66,53,45,53,25,52,ST,6
Alper Demirol,62,43,53,59,51,63,CM,2
Thiago Fernandes Rodrigues,70,59,46,59,23,49,ST,6
Viljami Sinisalo,57,54,57,60,24,51,GK,3
Sauvik Chakrabarti,67,42,46,52,54,66,CB,1
Valentín Demateis,66,33,51,54,48,59,CM,2
Jaden Bevan,54,53,52,58,23,52,GK,3
Laurenz Beckemeyer,59,57,51,58,34,51,GK,3
Dragoș Iancu,74,58,46,57,47,47,CAM,0
Daniel Bunk,62,44,57,58,33,38,CAM,0
James Golding,66,26,36,39,54,63,CB,1
Håkon Røsten,56,32,38,43,55,57,CB,1
Mehdi Boukamir,63,25,31,49,56,54,CB,1
Vuk Latinovich,48,24,28,31,53,69,CB,1
Florin Bălan,57,42,52,55,48,61,CM,2
Narender Gahlot,66,37,41,43,53,70,CB,1
Reece Welch,57,24,30,30,54,64,CB,1
Scott Bitsindou,51,36,51,51,52,61,CB,1
Nathan Broome,53,58,54,57,36,53,GK,3
Ismael García,63,23,37,36,56,59,CB,1
Élie N'Zeyi,56,32,47,50,53,66,CB,1
Fabio Torsiello,64,55,39,56,22,48,ST,6
Jesper Skau,61,40,52,56,52,51,CM,2
Evan McLaughlin,61,48,54,59,36,39,CAM,0
Dylan G'Beuly,65,41,58,58,38,47,CAM,0
Freddie Draper,66,55,37,51,24,62,ST,6
Robert Slevin,65,28,48,51,54,61,CB,1
Muzaffer Cem Kablan,53,54,50,58,29,53,GK,3
Omar Al Ruwaili,62,57,43,53,19,54,ST,6
Mahamadou Doumbia,67,45,52,57,38,46,CAM,0
Noah De Queiroz,68,24,32,40,54,66,CB,1
Mohammed Al Yami,70,33,45,50,53,68,CB,1
Josh Austerfield,66,45,52,54,45,52,CAM,0
Adrian Mazilu,76,53,45,58,21,50,ST,6
Stephen Wearne,66,48,53,58,36,48,CAM,0
Cameron Congreve,64,47,50,62,31,49,CAM,0
Tobias Hafstad,66,54,51,56,55,57,CM,2
Saidou Khan,63,54,54,53,43,57,CAM,0
Princeton Rebello,62,43,50,59,50,59,CAM,0
Changcheng Cheng,55,55,39,51,31,67,ST,6
Doğukan Kaya,56,56,57,61,19,50,GK,3
Chaosheng Yang,83,50,42,62,45,52,RW,5
Iyad Mohamed,53,35,53,51,52,57,CB,1
Jake Bickerstaff,73,54,41,55,18,60,ST,6
Archie Procter,58,33,40,43,52,66,CB,1
Johan Bengtsson,64,57,46,58,21,47,ST,6
Sehnaj Singh,41,41,47,48,51,80,CB,1
Marius Tollefsen,56,54,56,58,33,53,GK,3
Valton Behrami,67,31,39,52,52,66,CB,1
Lassana Sy,55,56,53,59,19,51,GK,3
Cyrus Dehmie,78,53,45,56,24,62,ST,6
Sander Tangvik,55,53,58,57,61,53,GK,3
Liam Isherwood,53,55,58,56,29,53,GK,3
Igor Drapiński,58,28,34,34,55,65,CB,1
Antonis Makatounakis,59,56,55,55,23,56,GK,3
Alexander Busch,50,29,39,47,55,59,CB,1
Brandan Craig,65,38,49,55,54,61,CB,1
Mashoor Shereef,67,41,48,51,52,71,CB,1
Nicholas Bilokapic,56,54,56,56,19,55,GK,3
Amar Gerxhaliu,46,28,35,38,55,58,CB,1
Nicola Bagnolini,52,57,60,56,34,53,GK,3
Zhurun Liu,71,54,38,54,17,56,ST,6
Mohamed Traore,55,27,37,39,56,63,CB,1
Ertuğrul Çetin,57,55,47,61,30,50,GK,3
Noel Buck,66,45,53,58,42,53,CAM,0
Richard Brush,55,54,55,56,51,52,GK,3
Abdulbasit Hawsawi,56,54,52,56,30,53,GK,3
Michał Ozga,63,25,42,49,55,61,CB,1
Lorcan Healy,53,59,58,51,52,50,GK,3
Brad House,59,58,54,56,26,46,GK,3
Jad Hakiki,67,51,52,62,48,45,CAM,0
Mohammad Nawaz,56,51,54,61,39,51,GK,3
Nathaniel Adjei,78,25,37,46,54,60,CB,1
Jesper Dickman,66,46,51,59,25,37,CAM,0
Oskar van Hattum,83,53,42,57,38,60,ST,6
Esteban Petignat,52,37,49,51,53,60,CB,1
Taylor Charters,68,46,52,56,49,64,CAM,0
Tobi Omole,64,37,44,45,53,65,CB,1
Nathan Wicht,71,51,55,58,43,56,CAM,0
Vinit Rai,59,41,48,48,53,69,CB,1
Rasmus Cronvall,72,56,41,52,20,46,ST,6
Miles Leaburn,70,52,38,54,25,71,ST,6
Oscar Wallin,61,22,47,48,53,64,CB,1
Joe Hardy,69,57,38,56,18,48,ST,6
Théo Chatelain,56,54,53,55,20,57,GK,3
Loue Bayere Junior,70,53,37,52,20,59,ST,6
Jianfei Zhao,69,26,33,45,54,63,CB,1
Harry Ransom,55,26,41,40,55,62,CB,1
Filip Kramarz,50,57,53,57,43,55,GK,3
Jhonny Peitzmeier,59,58,54,51,28,53,GK,3
Bidyashagar Singh,64,53,43,56,35,59,ST,6
Sebastian Lagerlund,66,23,34,37,55,64,CB,1
Oscar Wiklöf,63,39,52,54,46,58,CM,2
Răzvan Sava,58,54,44,60,25,50,GK,3
Kian Moore,56,53,49,55,47,53,GK,3
Lewis Webb,57,53,54,55,26,55,GK,3
Matthieu Rongier,59,54,56,56,29,53,GK,3
Shi Chenglong,56,56,55,54,24,54,GK,3
Jeff Dewsnup,58,58,45,53,20,52,GK,3
Kendall Burks,64,44,32,43,55,67,CB,1
Kerrin Stokes,58,24,43,44,52,68,CB,1
Maximilian Braune,59,56,52,60,28,48,GK,3
Abdulkareem Al Sultan,58,25,39,40,54,65,CB,1
Alessio Buttaro,59,25,37,41,55,61,CB,1
Nectarios Triantis,60,21,39,41,55,62,CB,1
Martijn Beernaert,59,50,51,55,34,59,GK,3
Bader Al Enazi,56,52,56,59,42,56,GK,3
Bertram Kvist,69,48,50,60,35,46,CAM,0
Erdem Canpolat,59,51,51,50,23,58,GK,3
Ionuț Andres,65,28,33,36,54,69,CB,1
Eric McWoods,77,54,37,55,19,66,ST,6
Anthony Markanich,70,22,41,53,54,54,CB,1
Benedikt Grawe,59,56,54,59,35,47,GK,3
Ronan Maher,72,50,52,59,35,44,CAM,0
Jack Hamilton,67,54,39,51,20,58,ST,6
Wouter Sibon,54,58,49,56,31,55,GK,3
Yavuz Buğra Boyar,54,53,55,62,24,56,GK,3
Kevin Holmén,59,45,57,54,43,53,CM,2
Kamaljit Singh,55,50,53,57,34,52,GK,3
Kameron Ledwidge,69,31,46,54,53,58,CB,1
Max Ejdum,65,39,53,56,37,48,CAM,0
Nim Dorjee Tamang,68,26,42,45,51,65,CB,1
Junior Diaz,64,28,47,45,58,48,CB,1
Kacper Lepczyński,64,28,38,34,54,67,CB,1
Cristian Ignat,77,31,37,39,55,65,CB,1
Ryan Finnigan,57,49,55,57,47,54,CAM,0
Han Min Jeong,68,58,43,57,27,57,ST,6
Jitendra Singh,76,41,49,55,54,65,CB,1
Adam Wikman,67,47,53,57,53,51,CAM,0
Tope Fadahunsi,67,56,44,58,19,60,ST,6
Ryan Graydon,66,51,53,55,31,52,CAM,0
Amarjit Singh Kiyam,69,42,53,60,50,59,CAM,0
Besfort Zeneli,70,52,47,61,22,45,CAM,0
Ákos Nistor,74,38,53,59,28,45,CAM,0
Loick Ayina,76,26,31,40,56,65,CB,1
Damián Moreno,62,56,38,49,18,51,ST,6
Abdulmohsen Al Qahtani,69,51,50,56,24,52,CAM,0
Luca Petzold,56,54,59,56,40,58,GK,3
Viktor Andersson,53,57,55,58,27,52,GK,3
Corey Addai,56,52,53,57,22,53,GK,3
Niklas Jahn,63,43,55,55,45,43,CAM,0
Ho Jae Lee,51,59,39,43,26,67,ST,6
Kazeem Olaigbe,72,57,51,56,28,43,ST,6
Claudio Espinoza,61,48,54,58,43,49,CAM,0
Luke Jenkins,61,27,38,46,52,67,CB,1
Dion Kacuri,69,45,54,55,37,58,CAM,0
Justin Hammel,58,54,55,57,18,49,GK,3
Callum Montgomery,42,30,38,41,52,67,CB,1
Keletso Sifama,66,52,47,60,34,43,CAM,0
Norbert Pacławski,81,53,41,50,18,52,ST,6
Edvin Austbø,71,57,45,58,19,43,ST,6
Esteban Kirkman,54,51,56,55,28,50,GK,3
Anthony Carter,59,58,39,47,23,41,ST,6
Rakshit Dagar,54,55,53,52,28,54,GK,3
Ali Fouad,59,25,38,45,52,66,CB,1
Sven Jansen,58,54,58,55,17,46,GK,3
Benni Smales-Braithwaite,70,54,41,50,18,51,ST,6
Emmanuel Ilesanmi,62,53,39,51,23,65,ST,6
Cameron Windust,53,23,33,39,55,58,CB,1
Jake Hull,51,24,32,34,54,67,CB,1
Andreas Gülstorff,55,52,51,56,43,52,GK,3
Matthew Bozinovski,33,27,32,34,53,68,CB,1
Magnus Rugland Ree,55,54,57,52,23,52,GK,3
Eirik Blikstad,59,27,39,49,54,52,CB,1
Salifou Soumah,70,54,43,53,20,54,ST,6
Joe Taylor,71,55,36,45,20,57,ST,6
Hisham Al Dubais,69,53,43,53,22,55,ST,6
Ryan Austin,63,26,34,41,52,66,CB,1
Rodrigo Díaz Desidel,63,42,52,56,42,39,CAM,0
Marcus Ferkranus,51,21,37,33,55,60,CB,1
Donal Higgins,66,48,51,57,49,53,CAM,0
CJ dos Santos,55,53,54,53,27,53,GK,3
Zach Ryan,64,55,47,51,38,57,ST,6
Casper Andersson,57,55,54,58,31,52,GK,3
Noah Botić,51,53,41,55,21,50,ST,6
Igor Strzałek,66,44,55,57,37,40,CAM,0
Filip Trpcevski,70,49,47,59,26,36,CAM,0
Luke Badley-Morgan,63,29,39,43,54,57,CB,1
Hamad Al Abdan,68,39,55,57,28,37,CAM,0
Maïdine Douane,59,47,53,60,27,46,CAM,0
Bradley Holmes,67,52,34,53,20,53,ST,6
Jamie Mullins,54,49,49,59,28,38,CAM,0
Sahil Panwar,67,37,40,45,51,71,CB,1
Vincent Angelini,50,52,49,58,32,54,GK,3
Edvin Tellgren,60,29,32,36,57,55,CB,1
Waleed Al Enazi,55,53,53,56,36,53,GK,3
Alan Madaliński,55,50,50,58,17,57,GK,3
Mobashir Rahman,67,48,51,56,48,67,CAM,0
Arquimides Ordoñez,56,55,50,55,24,50,ST,6
Jørgen Sveinhaug,55,54,58,56,34,53,GK,3
Lucas Kåhed,73,42,49,60,30,38,CAM,0
Salvatore Dario La Vardera,67,26,31,47,56,60,CB,1
Thoma Monney,57,25,28,31,53,68,CB,1
Mansour Al Bishi,64,42,55,60,42,58,CAM,0
Wally Njie,81,53,36,55,15,53,ST,6
Jack Milne,60,34,53,49,51,57,CB,1
Matteo Chiacig,53,55,58,56,30,49,GK,3
Samy El Khiar,64,50,52,56,25,39,CAM,0
Sonny Cox,75,53,36,56,22,46,ST,6
David Puntigam,57,51,51,60,22,54,GK,3
Darren Watson,72,53,41,55,20,54,ST,6
Naorem Mahesh Singh,73,54,45,56,18,48,CAM,0
Yiming Yang,47,51,37,46,51,68,CB,1
Charley Kendall,71,53,39,54,26,53,ST,6
David Fisher,67,52,44,56,20,53,ST,6
Skelly Alvero,59,36,50,47,50,73,CB,1
Mikołaj Rakowski,57,35,47,48,52,60,CB,1
Phurba Lachenpa,56,53,49,57,28,49,GK,3
Arif Kocaman,56,25,34,41,55,55,CB,1
Kevin Halabaku,63,54,43,59,27,46,LW,4
Mohammed Marran,64,54,38,53,20,55,ST,6
Luke McNicholas,56,55,53,56,28,55,GK,3
Muhammed Uvais,63,32,37,48,54,66,CB,1
David Poreba,63,40,52,53,50,60,CM,2
Aleksander Gajgier,60,33,37,36,54,62,CB,1
Juan Pablo Cisternas,52,53,55,55,22,53,GK,3
Gaurav Bora,57,27,41,37,52,68,CB,1
Bughrahan Iskandar,81,50,40,57,29,52,ST,6
Calvin Harris,67,52,45,58,33,54,ST,6
Justin Forst,67,53,40,54,17,49,ST,6
Yu Dong,51,54,48,56,50,67,ST,6
Dara Keane,67,48,51,56,48,61,CAM,0
Mohammed Irshad,54,42,48,50,51,75,CB,1
Kyron Gordon,62,30,35,40,54,58,CB,1
Leander Øy,55,53,53,55,21,50,GK,3
Baixu Xiang,68,52,37,50,52,65,ST,6
Alex Saji,65,31,38,42,53,67,CB,1
Mirshad Michu,54,53,52,53,21,55,GK,3
Albert Palmberg Thorsen,69,53,38,49,20,46,ST,6
Melker Ellborg,53,54,53,57,41,55,GK,3
David Bremang,72,53,37,52,20,59,ST,6
Oskar Mielcarz,54,55,55,53,34,56,GK,3
Josh Owers,64,37,52,56,48,60,CAM,0
Basil Al Bahrani,55,55,48,54,27,51,GK,3
Joon Beom Park,56,54,45,52,21,55,ST,6
Cian Kavanagh,61,50,50,53,25,62,ST,6
Daniel Rios,63,51,48,58,34,43,CAM,0
Farick Haddad,67,41,54,56,43,38,CAM,0
Samuel Folarin,72,56,46,58,39,43,ST,6
In Jae Hwang,55,56,57,49,26,48,GK,3
Nils Arvidsson,55,52,52,55,31,53,GK,3
Gabriel David,68,42,51,55,49,57,CAM,0
Antonio Leone,55,23,33,32,54,63,CB,1
Ethon Varian,59,53,45,55,20,55,ST,6
Michael Glück,62,27,39,42,54,56,CB,1
Nils Wallenberg,59,36,54,58,52,54,CM,2
Yaren Sözer,56,56,53,52,33,54,GK,3
Leonid Srdic,61,25,29,34,56,64,CB,1
Will Meyer,50,52,58,58,25,54,GK,3
Drew Baker,65,21,43,45,53,60,CB,1
Kyung Bae Park,57,53,42,53,25,56,ST,6
Gurmeet Singh,55,53,51,56,29,53,GK,3
Jackson Smith,54,54,50,56,19,52,GK,3
Edin Omeragic,60,50,53,55,27,55,GK,3
Honglin Dong,75,52,43,55,32,52,ST,6
Oliwier Zych,56,57,56,54,23,49,GK,3
Gurmukh Singh,59,27,29,38,54,64,CB,1
Ed McJannet,62,47,50,61,34,43,CAM,0
Murphy Mahoney,55,57,45,60,20,49,GK,3
Pascal Hammer,66,27,34,44,52,57,CB,1
Adrien Delphis,62,48,55,56,44,45,CAM,0
Philipp Sonn,61,40,53,59,44,46,CAM,0
Lewis Simper,66,47,53,57,48,53,CAM,0
Tani Oluwaseyi,64,56,40,52,29,52,ST,6
Jake Burton,68,53,37,53,18,50,ST,6
Yeon Soo Yoo,50,53,60,61,24,50,GK,3
Lennart Schulze-Kökelsum,54,53,55,57,26,54,GK,3
Min Woo Jung,61,48,53,58,35,57,CAM,0
Ted Ku-DiPietro,69,50,48,57,35,49,CAM,0
Koa Santos,60,23,39,40,55,57,CB,1
Sultan Al Harbi,70,35,41,49,51,63,CB,1
Lewis Leigh,66,39,53,57,42,48,CAM,0
Joe Gubbins,54,25,35,37,54,59,CB,1
Giuseppe Ciocci,61,50,55,57,21,51,GK,3
Nicholas Markanich,58,56,38,53,20,57,ST,6
Lucas Becker,54,51,55,57,26,52,GK,3
Cian Tyler,55,52,52,57,26,50,GK,3
Alfie Chang,59,34,47,52,54,57,CB,1
Henrik Skogvold,76,51,49,56,34,46,CAM,0
Diogo Pinheiro Monteiro,60,24,41,35,53,64,CB,1
Anton Ziegler,65,49,50,57,34,48,CAM,0
Haralambie Mociu,53,52,52,55,25,54,GK,3
Shibo Liu,52,56,51,57,34,48,GK,3
Yunan Gao,56,38,51,55,48,44,CM,2
Beckham Sunderland,59,53,56,58,26,46,GK,3
Sinan Osmanoğlu,44,36,33,36,53,70,CB,1
Valentin Sima,56,55,54,56,21,50,GK,3
Luke Boore,55,36,43,45,53,62,CB,1
Brandon Pursall,62,24,30,44,53,63,CB,1
Juan Felipe Moreno,62,53,36,49,26,62,ST,6
Modesto Méndez,61,27,31,36,54,59,CB,1
Bartosz Cybulski,54,53,35,46,24,69,ST,6
Pontus Texel,65,25,42,49,53,54,CB,1
